"ORDER_SEQID","C_CODE","SHORT_NAME","PO_NO_TYPE","PO_NO","C_PART_NO","PART_NO","PN_DESC","C_PRICE","IS_TAX","TAX_RATE","SPEC_DESC","COMM_DESC","AMOUNT","MONEY","DELIVERY_AMOUNT","COMM_DELIVERY_AMOUNT","SELF_DELIVERY_AMOUNT","LOCK_AMOUNT","SELF_LOCK_AMOUNT","COMM_LOCK_AMOUNT","ORG_DELIVERY_DATE","PRE_DELIVERY_DATE","VER_DELIVERY_DATE","PERIOD","RLT_ORDER_PO_NO","VENDOR_CODE","STATE","ACTIVE_STATE","RLT_SEND_PO_NO","DELIVERY_HOUSE_TYPE","SETTLEMENT_TYPE","STAFF_ID","STAFF_NAME","SALES_ID","SALES","CONTACT_FEE","C_PRICE_TAX","ORDERAMOUNT"
237,"GC0103","荣文灯饰","0","4503040991","L00-4703","SPT0508A-471KR28-PF","TDK 电感 Inductor 470uH",0.0671,"0",0,"旧型号：6978-0206",NULL,28000,1878.8,0,0,0,0,0,0,"2010-08-20",NULL,NULL,"201008","P10032746","GV0018","20","ACTIVE",NULL,"1","1","8","谢冰冰","8","谢冰冰",0,0,28000
238,"GC0070","富视安","0","PO10072208","09-50-R1101","GCRH105R-111K","105R 110UH +/-10%",0.76,"1",0.17,"",NULL,2000,1520,0,0,0,0,0,0,"2010-07-27",NULL,NULL,"201008","P10032755","GV0006","20","ACTIVE",NULL,"1","1","8","谢冰冰","4","曾湘杰",0,0.17,2000
239,"GC0044","新纬图","0","XWTPO100721002","DR09L12AM10UX","GCP0910-100M","DR09L12AM10UX/10UH/3.6A/pin 间距5mm\r\n",0.35,"0",0,"",NULL,400,140,0,0,0,0,0,0,"2010-07-21",NULL,NULL,"201008","P10032755","GV0006","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,400
240,"GC0028","景阳科技","0","POORD004637","CDRH2D18-1UH","GCRH2D18A/HP-1R0NC","2D18 1UH +/-25% 对角型脚位 大电流\r\n",0.8,"1",0.17,"",NULL,1000,800,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032762","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0.17,1000
241,"GC0120","数字印数码","0","1007B0001095","MG1LC01U54WC00","GCRH3D16A/HP-1R5M","3D16 1.5UH +/-20% 对角型脚位 大电流\r\n",0.5,"0",0,"",NULL,1000,500,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032781","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,1000
242,"GC0049","美赛达","0","CG-10-08-04-1607","10510UH10","GCRH8D43-100NC","8D43 10UH +/-25%\r\n",0.82,"0",0,"",NULL,1000,820,0,0,0,0,0,0,"2010-08-07",NULL,NULL,"201008","P10032781","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,1000
243,"GC0049","美赛达","0","CG-10-08-04-1607","105100U07","GCRH104R-101NC","104R 100UH +/-25%\r\n",0.68,"0",0,"",NULL,1000,680,0,0,0,0,0,0,"2010-08-07",NULL,NULL,"201008","P10032781","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,1000
244,"GC0112","中海达","0","CGDD0330","011202040","GCRH3D14A-100NC","3D14A 10UH +/-25% 对角型脚位",1.13,"1",0.17,"",NULL,6000,6780,0,0,0,0,0,0,"2010-08-16",NULL,NULL,"201008","P10032781","GV0005","20","ACTIVE",NULL,"1","3","8","谢冰冰","8","谢冰冰",0,0.17,6000
245,"GC0098","罡扇广联（税）","0","GH20100248-1","CDH4B18-470UH","GCRH4D18-471M","4D18 470UH +/-20%",0.53,"1",0.17,"",NULL,11500,6095,0,0,0,0,0,0,"2010-08-10",NULL,NULL,"201008","P10032781","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,11500
246,"GC0098","罡扇广联（税）","0","GH20100248-1","CDH4B18-330UH","GCRH4D18-331NC","4D18 330UH +/-25%",0.53,"1",0.17,"",NULL,30000,15900,0,0,0,0,0,0,"2010-08-10",NULL,NULL,"201008","P10032781","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,30000
247,"GC0098","罡扇广联（税）","0","GH20100248-1","CD75-47UH","GCD75-470M","75 47UH +/-20%",0.46,"1",0.17,"",NULL,1000,460,0,0,0,0,0,0,"2010-08-10",NULL,NULL,"201008","P10032781","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,1000
248,"GC0083","昱鑫共创","0","YX10073101","470 3D28","GCRH3D28-470NC","3D28 47UH +/-25% 半月型脚位",0.6,"0",0,"可确定明细",NULL,25000,15000,0,0,0,0,0,0,"2010-08-03",NULL,NULL,"201008","P10032781","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0,25000
249,"GC0084","维宝视","0","GH20100246","63B-561M","GCRH63B-561M-D","63B 560UH +/-20% 封胶",0.6,"0",0,"",NULL,10000,6000,0,0,0,0,0,0,"2010-08-04",NULL,NULL,"201008","P10032795","GV0006","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0,10000
250,"GC0084","维宝视","0","GH20100250","GCRH63B-151K","GCRH63B-151K","63B 150UH +/-10%\r\n",0.6,"0",0,"",NULL,2000,1200,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032795","GV0006","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0,2000
251,"GC0050","鸿莱克斯","0","1008004","15010002","GCD43-471M","43 470UH +/-20%",0.25,"0",0,"",NULL,10000,2500,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032800-1","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,10000
252,"GC0131","中诺基","0","W88-614005","GCD32-220NC","GCD32-220NC","32 22UH +/-25%",0.28,"1",0.17,"",NULL,2000,560,0,0,0,0,0,0,"2010-08-04",NULL,NULL,"201008","P10032800","GV0031","20","ACTIVE",NULL,"1","2","8","谢冰冰","2","曾跃群",0,0.17,2000
253,"GC0131","中诺基","0","W88-614005","Z600-0003-030R","GCD32-470NC","32 47UH +/-25%",0.28,"1",0.17,"",NULL,2000,560,0,0,0,0,0,0,"2010-08-04",NULL,NULL,"201008","P10032800","GV0031","20","ACTIVE",NULL,"1","2","8","谢冰冰","2","曾跃群",0,0.17,2000
254,"GC0013","创力仕实业","0","1007447","FSMR-LLQ1608FR33J","LLQ1608-FR33J","要求和TOKO P/N:LLQ1608-FR33J电气性能一致,包装及编带和TOKO LLQ1608系列一致",0.535,"1",0.17,"",NULL,60000,32100,0,0,0,0,0,0,"2010-11-01",NULL,NULL,"201008","P10032812","GV0011","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,60000
255,"GC0013","创力仕实业","0","1007447","FSMR-LLQ1608FR33J","LLQ1608-FR33J","要求和TOKO P/N:LLQ1608-FR33J电气性能一致,包装及编带和TOKO LLQ1608系列一致",0.535,"1",0.17,"",NULL,60000,32100,0,0,0,0,0,0,"2010-12-01",NULL,NULL,"201008","P10032812","GV0011","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,60000
256,"GC0013","创力仕实业","0","1007447","FSMR-LLQ1608FR33J","LLQ1608-FR33J","要求和TOKO P/N:LLQ1608-FR33J电气性能一致,包装及编带和TOKO LLQ1608系列一致",0.535,"1",0.17,"",NULL,72000,38520,0,0,0,0,0,0,"2011-03-01",NULL,NULL,"201008","P10032812","GV0011","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,72000
257,"GC0013","创力仕实业","0","1007447","FSMR-LLQ1608FR33J","LLQ1608-FR33J","要求和TOKO P/N:LLQ1608-FR33J电气性能一致,包装及编带和TOKO LLQ1608系列一致",0.535,"1",0.17,"",NULL,69000,36915,0,0,0,0,0,0,"2011-02-09",NULL,NULL,"201008","P10032812","GV0011","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,69000
258,"GC0013","创力仕实业","0","1007447","FSMR-LLQ1608FR33J","LLQ1608-FR33J","要求和TOKO P/N:LLQ1608-FR33J电气性能一致,包装及编带和TOKO LLQ1608系列一致",0.535,"1",0.17,"",NULL,42000,22470,0,0,0,0,0,0,"2011-03-01",NULL,NULL,"201008","P10032812","GV0011","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,42000
259,"GC0031","利明实业","0","PO10072721","EMB0603600R1","GCZ1608D601TF","0603 100MHZ 600欧",0.019,"1",0.17,"",NULL,16000,304,0,0,0,0,0,0,"2010-07-30",NULL,NULL,"201008","P10032835","GV0009","20","ACTIVE",NULL,"1","1","8","谢冰冰","8","谢冰冰",0,0.17,16000
260,"GC0031","利明实业","0","PO10080314","EMB0603600R1","GCZ1608D601TF","0603 100MHZ 600欧",0.019,"1",0.17,"",NULL,8000,152,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032835","GV0009","20","ACTIVE",NULL,"1","1","8","谢冰冰","8","谢冰冰",0,0.17,8000
261,"GC0031","利明实业","0","PO10080614","EMB0603600R1","GCZ1608D601TF","0603 100MHZ 600欧",0.019,"1",0.17,"",NULL,16000,304,0,0,0,0,0,0,"2010-08-10",NULL,NULL,"201008","P10032835","GV0009","20","ACTIVE",NULL,"1","1","8","谢冰冰","8","谢冰冰",0,0.17,16000
262,"GC0107","泽昶","0","CZ20100806001","GCRH127-330N","GCRH127-330NC","127 33UH +/-25%",0.9,"1",0.17,"",NULL,4000,3600,0,0,0,0,0,0,"2010-08-25",NULL,NULL,"201008","P10032855","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","8","谢冰冰",0,0.17,4000
263,"GC0031","利明实业","0","PO10080314","EMB0603600R1","GCZ1608D601TF","0603 100MHZ 600欧",0.019,"1",0.17,"",NULL,20000,380,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032877","GV0009","20","ACTIVE",NULL,"1","1","8","谢冰冰","8","谢冰冰",0,0.17,20000
264,"GC0018","盈视讯","0","DPO10080073","476-EPC1700-10-00","EPC17 DIP-10","EPC17 DIP-10\r\n",2.85,"1",0.17,"",NULL,300,855,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032881","GV0029","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,17,300
265,"GC0067","易力声","0","P0R071172FY","71310001","MM3Z6V2","二极管6.2V SOD-323,BZT52C6V2SDICT-ND  先科ST",0.12,"1",0.17,"MHP-276-12",NULL,3000,360,0,0,0,0,0,0,"2010-08-30",NULL,NULL,"201008","P10032895","GV0020","20","ACTIVE",NULL,"1","1","8","谢冰冰","4","曾湘杰",0,0.17,3000
266,"GC0067","易力声","0","P0R071375FY","71310001","MM3Z6V2","二极管6.2V SOD-323,BZT52C6V2SDICT-ND  先科ST",0.12,"1",0.17,"MHP-276-12",NULL,12000,1440,0,0,0,0,0,0,"2010-09-01",NULL,NULL,"201008","P10032895","GV0020","20","ACTIVE",NULL,"1","1","8","谢冰冰","4","曾湘杰",0,0.17,12000
267,"GC0121","王强","0","GH20100249","A960AW-100M","A960AW-100M","TOKO\r\n",0.87,"0",0,"",NULL,10000,8700,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032900","GV0003","20","ACTIVE",NULL,"1","2","8","谢冰冰","3","吴松",0,0,10000
268,"GC0005","金轮","0","GR-GD1019Z","#919AS-1R8N=P3","#919AS-1R8N=P3","TOKO",0.42,"0",0,"可确定明细",NULL,1000,420,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032900","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,1000
269,"GC0005","金轮","0","GR-GD1019Z","#919AS-4R7M=P3","#919AS-4R7M=P3","TOKO",0.42,"0",0,"可确定明细",NULL,2000,840,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032900","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,2000
270,"GC0005","金轮","0","GR-GD1019Z","LL1608-FSL8N2J","LL1608-FSL8N2J","TOKO\r\n",0.011,"0",0,"可确定明细",NULL,28000,308,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032900","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,28000
271,"GC0112","中海达","0","CGDD0057","01020100412","#4DFA-1227B-11=P","滤波器 封装：4DFA",26,"1",0.17,"可确定明细",NULL,1000,26000,0,0,0,0,0,0,"2010-07-22",NULL,NULL,"201008","P10032915","GV0032","20","ACTIVE",NULL,"1","3","8","谢冰冰","8","谢冰冰",0,0.17,1000
272,"GC0112","中海达","0","CGDD0057","01020100413","#4DFA-1575B-12=P","滤波器 封装：4DFA",26,"1",0.17,"",NULL,1000,26000,0,0,0,0,0,0,"2010-07-22",NULL,NULL,"201008","P10032915","GV0032","20","ACTIVE",NULL,"1","3","8","谢冰冰","8","谢冰冰",0,0.17,1000
273,"GC0112","中海达","0","CGDD0323","01020100412","#4DFA-1227B-11=P","滤波器 封装：4DFA",26,"1",0.17,"",NULL,2000,52000,0,0,0,0,0,0,"2010-10-04",NULL,NULL,"201008","P10032915","GV0032","20","ACTIVE",NULL,"1","3","8","谢冰冰","8","谢冰冰",0,0.17,2000
274,"GC0112","中海达","0","CGDD0323","01020100413","#4DFA-1575B-12=P","滤波器 封装：4DFA",26,"1",0.17,"",NULL,2000,52000,0,0,0,0,0,0,"2010-10-04",NULL,NULL,"201008","P10032915","GV0032","20","ACTIVE",NULL,"1","3","8","谢冰冰","8","谢冰冰",0,0.17,2000
275,"GC0112","中海达","0","CGDD0325","01020100412","#4DFA-1227B-11=P","滤波器 封装：4DFA",26,"1",0.17,"",NULL,2000,52000,0,0,0,0,0,0,"2010-11-08",NULL,NULL,"201008","P10032915","GV0032","20","ACTIVE",NULL,"1","3","8","谢冰冰","8","谢冰冰",0,0.17,2000
276,"GC0112","中海达","0","CGDD0325","01020100413","#4DFA-1575B-12=P","滤波器 封装：4DFA",26,"1",0.17,"",NULL,2000,52000,0,0,0,0,0,0,"2010-11-08",NULL,NULL,"201008","P10032915","GV0032","20","ACTIVE",NULL,"1","3","8","谢冰冰","8","谢冰冰",0,0.17,2000
277,"GC0013","创力仕实业","0","1007088","FSMR-ELJFC4R7K-P","ELJFC4R7KF-G","2520 4.7UH +/-10%",0.28,"1",0.17,"",NULL,72000,20160,0,0,0,0,0,0,"2010-12-01",NULL,NULL,"201008","P10032933","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,72000
278,"GC0013","创力仕实业","0","1007088","FSMR-ELJFC4R7K-P","ELJFC4R7KF-G","2520 4.7UH +/-10%",0.28,"1",0.17,"",NULL,72000,20160,0,0,0,0,0,0,"2011-01-03",NULL,NULL,"201008","P10032933","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,72000
279,"GC0013","创力仕实业","0","1007088","FSMR-ELJFC4R7K-P","ELJFC4R7KF-G","2520 4.7UH +/-10%",0.28,"1",0.17,"",NULL,60000,16800,0,0,0,0,0,0,"2011-02-09",NULL,NULL,"201008","P10032933","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,60000
280,"GC0013","创力仕实业","0","1007088","FSMR-ELJFC4R7K-P","ELJFC4R7KF-G","2520 4.7UH +/-10%",0.28,"1",0.17,"",NULL,46000,12880,0,0,0,0,0,0,"2011-03-01",NULL,NULL,"201008","P10032933","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,46000
281,"GC0112","中海达","0","CGDD0330","011202030","GCRH3D14A-4R7NC","3D14A 4.7UH +/-25% 对角型脚位",1.13,"1",0.17,"",NULL,6000,6780,0,0,0,0,0,0,"2010-08-16",NULL,NULL,"201008","P20032781","GV0005","20","ACTIVE",NULL,"1","3","8","谢冰冰","8","谢冰冰",0,0.17,6000
282,"GC0115","科翔","0","100803002","ELJPA100KF","ELJPA100KF-G","3225 10UH +/-10% 低内阻",0.01932,"0",0,"",NULL,6000,115.92,0,0,0,0,0,0,"2010-09-25",NULL,NULL,"201008","","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,0
283,"GC0115","科翔","0","100806002","ELJPA100KF","ELJPA100KF-G","3225 10UH +/-10% 低内阻",0.01932,"0",0,"",NULL,24000,463.68,0,0,0,0,0,0,"2010-09-04",NULL,NULL,"201008","","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,0
284,"GC0016","飞歌汽车音响","0","FA-PO-A20100713007","DZ03V0017R0","GCD3225-220M-D","3225 22UH +/-20% 点胶 2K/盘 8MM编带",0.28,"1",0.17,"",NULL,16000,4480,0,0,0,0,0,0,"2010-10-15",NULL,NULL,"201008","","GV0004","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,0
285,"GC0085","创达盛","0","GH20100126","ELJPA100KF","ELJPA100KF-G","3225 10UH +/-10% 低内阻",0.17,"0",0,"",NULL,50000,8500,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0,0
286,"GC0014","罡扇广联","0","GH20100165","2520-10UH","ELJFA100JF-G","3225 10UH +/-5%",0.16,"0",0,"",NULL,60000,9600,0,0,0,0,0,0,"2010-08-10",NULL,NULL,"201008","","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0,0
287,"GC0132","吕日土","0","GH20100172","ELJPA470KF","ELJPA470KF-G","3225 47UH +/-10%低内阻",0.18,"0",0,"可确定明细",NULL,10000,1800,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0001","20","ACTIVE",NULL,"1","2","8","谢冰冰","2","曾跃群",0,0,0
288,"GC0085","创达盛","0","GH20100186","ELJPA220KF","ELJPA220KF-G","3225 22UH +/-10%低内阻",0.17,"0",0,"",NULL,60000,10200,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0,0
289,"GC0014","罡扇广联","0","GH20100217","3225-330UH","NLV32T-331K-PF","3225 330UH",0.16,"0",0,"",NULL,2000,320,0,0,0,0,0,0,"2010-08-10",NULL,NULL,"201008","","GV0019","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0,0
290,"GC0014","罡扇广联","0","GH20100248","2520 22UH","ELJFC220JF-G","2520 22UH +/-5%",0.16,"0",0,"",NULL,194000,31040,0,0,0,0,0,0,"2010-08-10",NULL,NULL,"201008","","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0,0
291,"GC0014","罡扇广联","0","GH20100248","3*3-50K欧","EVM3ESX50B54","可调电阻 3*3 50K",0.26,"0",0,"",NULL,6000,1560,0,0,0,0,0,0,"2010-08-10",NULL,NULL,"201008","","GV0030","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0,0
292,"GC0046","高纳","0","GH201010176","SLF7032T-221M","GSLF7032T-221M","7032 220UH +/-20%",0.72,"0",0,"",NULL,15000,10800,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0004","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,0
293,"GC0118","宏源达香港","0","HYD2010031101","ELJPA680KF","ELJPA680KF-G","3225 68UH +/-10%低内阻",0.0208,"0",0,"",NULL,22000,457.6,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
294,"GC0118","宏源达香港","0","HYD2010031101","ELJPA220KF","ELJPA220KF-G","3225 22UH +/-10%低内阻",0.0208,"0",0,"",NULL,50000,1040,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
295,"GC0118","宏源达香港","0","HYD2010031101","ELJPA100KF","ELJPA100KF-G","3225 10UH +/-10% 低内阻",0.0208,"0",0,"",NULL,220000,4576,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
296,"GC0118","宏源达香港","0","HYD2010031101","ELJPA101KF","ELJPA101KF-G","3225 100UH +/-10% 低内阻",0.0208,"0",0,"",NULL,200000,4160,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
297,"GC0118","宏源达香港","0","HYD2010031502","ELJPC220KF","ELJPC220KF-G","2520 22UH +/-10%低内阻",0.0208,"0",0,"",NULL,60000,1248,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
298,"GC0118","宏源达香港","0","HYD2010031502","ELJPA101KF","ELJPA101KF-G","3225 100UH +/-10% 低内阻",0.0208,"0",0,"",NULL,100000,2080,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
299,"GC0118","宏源达香港","0","HYD2010031502","ELJPC220KF","ELJPC220KF-G","2520 22UH +/-10%低内阻",0.0208,"0",0,"",NULL,250000,5200,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
300,"GC0118","宏源达香港","0","HYD2010031502","ELJPA470KF","ELJPA470KF-G","3225 47UH +/-10%低内阻",0.0208,"0",0,"",NULL,120000,2496,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
301,"GC0118","宏源达香港","0","HYD2010031502","ELJPB121KF","ELJPB121KF-G","4532 120UH +/-10%低内阻",0.0631,"0",0,"",NULL,100000,6310,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
302,"GC0118","宏源达香港","0","HYD2010031502","ELJPA100KF","ELJPA100KF-G","3225 10UH +/-10% 低内阻",0.0208,"0",0,"",NULL,1200000,24960,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
303,"GC0118","宏源达香港","0","HYD2010031502","ELJPA101KF","ELJPA101KF-G","3225 100UH +/-10% 低内阻",0.0208,"0",0,"",NULL,100000,2080,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
304,"GC0118","宏源达香港","0","HYD2010040702","ELJPC100KF","ELJPC100KF-G","2520 10UH +/-10%低内阻",0.0208,"0",0,"",NULL,200000,4160,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
305,"GC0118","宏源达香港","0","HYD2010040702","ELJPC100KF","ELJPC100KF-G","2520 10UH +/-10%低内阻",0.0208,"0",0,"",NULL,200000,4160,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
306,"GC0118","宏源达香港","0","HYD2010040702","ELJPC100KF","ELJPC100KF-G","2520 10UH +/-10%低内阻",0.0208,"0",0,"",NULL,200000,4160,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
307,"GC0118","宏源达香港","0","HYD2010040702","ELJPA470KF","ELJPA470KF-G","3225 47UH +/-10%低内阻",0.0208,"0",0,"",NULL,1200000,24960,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
308,"GC0118","宏源达香港","0","HYD2010042201","ELJPC100KF","ELJPC100KF-G","2520 10UH +/-10%低内阻",0.0208,"0",0,"",NULL,30000,624,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
309,"GC0118","宏源达香港","0","HYD2010042201","ELJPA220KF","ELJPA220KF-G","3225 22UH +/-10%低内阻",0.0208,"0",0,"",NULL,300000,6240,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","","GV0002","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,0
310,"GC0088","英蓓特","0","MD-TC-628-10-7-26","GCRH104R-101NC","GCRH104R-101NC","104R 100UH +/-25%\r\n",1.05,"0",0,"",NULL,510,535.5,0,0,0,0,0,0,"2010-08-06",NULL,NULL,"201008","","GV0005","20","ACTIVE",NULL,"1","3","8","谢冰冰","10","邱永池",0,0,0
311,"GC0006","喜恩碧","0","PO1004-144","LC00022CK1","ELJFC220KF-G","2520 22UH +/-10%",0.21067371,"1",0.17,"",NULL,10000,2106.7371,0,0,0,0,0,0,"2010-06-07",NULL,NULL,"201008","","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,0
312,"GC0006","喜恩碧","0","PO1004-144","LC00047DK1","ELJPA470KF-G","3225 47UH +/-10%低内阻",0.21067371,"1",0.17,"",NULL,10000,2106.7371,0,0,0,0,0,0,"2010-06-07",NULL,NULL,"201008","","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,0
313,"GC0006","喜恩碧","0","PO1005-055","LC00022CK1","ELJFC220KF-G","2520 22UH +/-10%",0.21067371,"1",0.17,"",NULL,20000,4213.4742,0,0,0,0,0,0,"2010-06-15",NULL,NULL,"201008","","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,0
314,"GC0006","喜恩碧","0","PO1005-055","LC00047DK1","ELJPA470KF-G","3225 47UH +/-10%低内阻",0.21067371,"1",0.17,"",NULL,20000,4213.4742,0,0,0,0,0,0,"2010-06-30",NULL,NULL,"201008","","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,0
315,"GC0070","富视安","0","PO10071704","09-52-R21017","ELJPB101KF-G","4532 100UH +/-10%低内阻",0.524,"1",0.17,"",NULL,13500,7074,0,0,0,0,0,0,"2010-07-31",NULL,NULL,"201008","","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","4","曾湘杰",0,0.17,0
316,"GC0070","富视安","0","PO10071704","09-52-R24706","ELJPA470KF-G","3225 47UH +/-10%低内阻",0.19,"1",0.17,"",NULL,24000,4560,0,0,0,0,0,0,"2010-07-31",NULL,NULL,"201008","","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","4","曾湘杰",0,0.17,0
317,"GC0070","富视安","0","PO10080216","09-52-R24707","ELJFC470JF-G","2520 47UH +/-5%",0.19,"1",0.17,"",NULL,4000,760,0,0,0,0,0,0,"2010-08-12",NULL,NULL,"201008","","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","4","曾湘杰",0,0.17,0
