"ORDER_SEQID","C_CODE","SHORT_NAME","PO_NO_TYPE","PO_NO","C_PART_NO","PART_NO","PN_DESC","C_PRICE","IS_TAX","TAX_RATE","SPEC_DESC","COMM_DESC","AMOUNT","MONEY","DELIVERY_AMOUNT","PERIOD","ORG_DELIVERY_DATE","VER_DELIVERY_DATE","RLT_ORDER_PO_NO","STATE","ACTIVE_STATE","RLT_REC_PO_NO","STAFF_ID","STAFF_NAME","SETTLEMENT_TYPE","CUST_C_CODE","C_PRICE_TAX","HASTEN_REMINDER"
97,"GV0005","今凯","0","P10031061","CKRH2D18A/HP-2R2NC","GCRH2D18A/HP-2R2NC","2D18A/HP 2.2UH +/-25% 高度2MM DCR小于125M欧 可耐电流0.63A",0.473,"1",0.17,"",NULL,20000,9460,0,"201008","2010-08-10",NULL,"CG-10-04-28-0015","04","ACTIVE",NULL,"8","谢冰冰","1","GC0049",0.17,NULL
98,"GV0005","今凯","0","P10031061","CKRH5D18-100NC","GCRH5D18-100NC","5D18 10UH +/-25%",0.45,"1",0.17,"",NULL,10000,4500,0,"201008","2010-08-10",NULL,"CG-10-04-28-0015","04","ACTIVE",NULL,"8","谢冰冰","1","GC0049",0.17,NULL
99,"GV0001","科翔兴","0","P10031222","ELJFC100KF","ELJFC100KF-G","2520 10UH +/-10%",0.0192,"0",0,"",NULL,4000,76.8,0,"201008","2010-08-10",NULL,"100707002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0115",0,NULL
100,"GV0001","科翔兴","0","P10031222","ELJFC100KF","ELJFC100KF-G","2520 10UH +/-10%",0.0192,"0",0,"",NULL,30000,576,0,"201008","2010-08-10",NULL,"100707002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0115",0,NULL
101,"GV0001","科翔兴","0","P10031222","ELJPC220KF","ELJPC220KF-G","2520 22UH +/-10%低内阻",0.0192,"0",0,"",NULL,32000,614.4,0,"201008","2010-08-15",NULL,"100803002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0115",0,NULL
102,"GV0001","科翔兴","0","P10031222","ELJPA2R2MF","ELJPA2R2MF-G","3225 2.2UH +/-20%低内阻",0,"0",0,"",NULL,2000,0,0,"201008","2010-08-15",NULL,"DJ0719GLE","04","ACTIVE",NULL,"8","谢冰冰","1","GC0105",0,NULL
103,"GV0001","科翔兴","0","P10031222","ELJPA2R2MF","ELJPA2R2MF-G","3225 2.2UH +/-20%低内阻",0.0192,"0",0,"",NULL,10000,192,0,"201008","2010-08-15",NULL,"PO1005-055","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
104,"GV0001","科翔兴","0","P10031222","ELJPA4R7MF","ELJPA4R7MF-G","3225 4.7UH +/-20%低内阻",0.0192,"0",0,"",NULL,4000,76.8,0,"201008","2010-08-15",NULL,"PO1005-079","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
105,"GV0001","科翔兴","0","P10031222","ELJPA4R7MF","ELJPA4R7MF-G","3225 4.7UH +/-20%低内阻",0.0192,"0",0,"",NULL,20000,384,0,"201008","2010-08-15",NULL,"PO1006-074","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
106,"GV0005","今凯","0","P10031251RVE.01","CKRH5D28-100M","GCRH5D28-100M","5D28 10UH +/-20%",0.45,"1",0.17,"",NULL,20000,9000,0,"201008","2010-08-10",NULL,"FA-PO-20100709003","04","ACTIVE",NULL,"8","谢冰冰","1","GC0016",0.17,NULL
107,"GV0001","科翔兴","0","P10031266","ELJFC100KF","ELJFC100KF-G","2520 10UH +/-10%",0.0192,"0",0,"",NULL,14000,268.8,0,"201008","2010-08-10",NULL,"100707002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0115",0,NULL
108,"GV0001","科翔兴","0","P10031266","ELJPA100KF","ELJPA100KF-G","3225 10UH +/-10% 低内阻",0.0192,"0",0,"",NULL,190000,3648,0,"201008","2010-08-20",NULL,"GH20100126","04","ACTIVE",NULL,"8","谢冰冰","1","GC0085",0,NULL
109,"GV0001","科翔兴","0","P10031266","ELJFC100KF","ELJFC100KF-G","2520 10UH +/-10%",0.0192,"0",0,"",NULL,28000,537.6,0,"201008","2010-08-10",NULL,"PO1006-201","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
110,"GV0001","科翔兴","0","P10031266","ELJFC100KF","ELJFC100KF-G","2520 10UH +/-10%",0.0192,"0",0,"",NULL,308000,5913.6,0,"201008","2010-08-10",NULL,"PO1007-044","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
111,"GV0006","海瑞达","0","P10031495","HSMRH63B-101M","GCRH63B-101M","63B 100UH +/-20%",0.5,"1",0.17,"",NULL,2000,1000,0,"201008","2010-08-15",NULL,"GH20100161","04","ACTIVE",NULL,"8","谢冰冰","1","GC0084",0.17,NULL
112,"GV0005","今凯","0","P10031599","CKRH5D28-470NC","GCRH5D28-470NC","5D28 47UH +/-25%",0.45,"1",0.17,"",NULL,30000,13500,0,"201008","2010-11-01",NULL,"FA-PO-20100521051","04","ACTIVE",NULL,"8","谢冰冰","1","GC0016",0.17,NULL
113,"GV0005","今凯","0","P10031695RVE.01","CKRH4D28-151NC","GCRH4D28-151NC","4D28 150UH +/-25% 240MA",0.45,"1",0.17,"",NULL,8000,3600,0,"201008","2010-08-10",NULL,"GH20100209","04","ACTIVE",NULL,"8","谢冰冰","1","GC0062",0.17,NULL
114,"GV0012","威雅利","0","P10031786","DLW21SN181SQ2L","DLW21SN181SQ2L","0805 180 OHM",0.068,"0",0,"",NULL,8000,544,0,"201008","2010-07-02",NULL,"1005216","04","ACTIVE",NULL,"8","谢冰冰","3","GC0013",0,NULL
115,"GV0005","今凯","0","P10031812","CKRH74-102M","GCRH74-102M","74 1000UH +/-20%",0.605,"1",0.17,"",NULL,15000,9075,0,"201008","2010-08-10",NULL,"FA-PO-20100521051","04","ACTIVE",NULL,"8","谢冰冰","1","GC0016",0.17,NULL
116,"GV0005","今凯","0","P10031856","CKD43-471M","GCD43-471M","43 470UH +/-20%",0.23,"1",0.17,"",NULL,32000,7360,0,"201008","2010-08-10",NULL,"100605","04","ACTIVE",NULL,"8","谢冰冰","1","GC0050",0.17,NULL
117,"GV0015","坚发林生","0","P10031877RVE.01","KV1471ETR","KV1471E","TOKO",0.054,"0",0,"",NULL,24000,1296,0,"201008","2010-08-10",NULL,"100540-3080-11","04","ACTIVE",NULL,"8","谢冰冰","1","GC0104",0,NULL
118,"GV0015","坚发林生","0","P10031877RVE.01","16RHBP-150M","16RHBP-150M","TOKO",0.33,"0",0,"",NULL,2000,660,0,"201008","2010-08-10",NULL,"10061002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0096",0,NULL
119,"GV0013","坚发","0","P10031877RVE.02","#919AS-1R8N=P3","#919AS-1R8N=P3","TOKO",1.3,"0",0,"",NULL,1500,1950,0,"201008","2010-08-10",NULL,"GH20100207","04","ACTIVE",NULL,"8","谢冰冰","1","GC0007",0,NULL
120,"GV0001","科翔兴","0","P10031938RVE.01","ELJPC100KF","ELJPC100KF-G","2520 10UH +/-10%低内阻",0.0192,"0",0,"",NULL,30000,576,0,"201008","2010-08-20",NULL,"100707002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0115",0,NULL
121,"GV0001","科翔兴","0","P10031938RVE.01","ELJFC680KF","ELJFC680KF-G","2520 68UH +/-10%",0.0192,"0",0,"",NULL,2000,38.4,0,"201008","2010-08-15",NULL,"100803002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0115",0,NULL
122,"GV0001","科翔兴","0","P10031938RVE.01","ELJPC100KF","ELJPC100KF-G","2520 10UH +/-10%低内阻",0.0192,"0",0,"",NULL,60000,1152,0,"201008","2010-08-20",NULL,"100803002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0115",0,NULL
123,"GV0001","科翔兴","0","P10031938RVE.01","ELJPC100KF","ELJPC100KF-G","2520 10UH +/-10%低内阻",0.0192,"0",0,"",NULL,30000,576,0,"201008","2010-08-20",NULL,"2010080502","04","ACTIVE",NULL,"8","谢冰冰","1","GC0064",0,NULL
124,"GV0001","科翔兴","0","P10031938RVE.01","ELJPA680KF","ELJPA680KF-G","3225 68UH +/-10%低内阻",0.0192,"0",0,"",NULL,14000,268.8,0,"201008","2010-08-15",NULL,"10070201","04","ACTIVE",NULL,"8","谢冰冰","1","GC0009",0,NULL
125,"GV0001","科翔兴","0","P10031938RVE.01","ELJPB100KF","ELJPB100KF-G","4532 10UH +/-10%低内阻",0.04653,"0",0,"",NULL,13500,628.16,0,"201008","2010-08-15",NULL,"11004121411","04","ACTIVE",NULL,"8","谢冰冰","1","GC0012",0,NULL
126,"GV0001","科翔兴","0","P10031938RVE.01","ELJFC220JF","ELJFC220JF-G","2520 22UH +/-5%",0.0192,"0",0,"",NULL,100000,1920,0,"201008","2010-08-15",NULL,"GH20100165","04","ACTIVE",NULL,"8","谢冰冰","1","GC0014",0,NULL
127,"GV0001","科翔兴","0","P10031938RVE.01","ELJFC220JF","ELJFC220JF-G","2520 22UH +/-5%",0.0192,"0",0,"",NULL,200000,3840,0,"201008","2010-08-15",NULL,"GH20100217","04","ACTIVE",NULL,"8","谢冰冰","1","GC0014",0,NULL
128,"GV0001","科翔兴","0","P10031938RVE.01","ELJFC390KF","ELJFC390KF-G","2520 39UH +/-10%",0.0192,"0",0,"",NULL,10000,192,0,"201008","2010-08-15",NULL,"PO1005-055","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
129,"GV0001","科翔兴","0","P10031938RVE.01","ELJPC2R2MF","ELJPC2R2MF-G","2520 2.2UH +/-20%低内阻",0.0192,"0",0,"",NULL,26000,499.2,0,"201008","2010-08-10",NULL,"PO1005-055","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
130,"GV0001","科翔兴","0","P10031938RVE.01","ELJFB220KF","ELJFB220KF-G","4532 22UH +/-10%",0.04451,"0",0,"",NULL,6000,267.06,0,"201008","2010-08-15",NULL,"PO1005-190","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
131,"GV0001","科翔兴","0","P10031938RVE.01","ELJFC680KF","ELJFC680KF-G","2520 68UH +/-10%",0.0192,"0",0,"",NULL,18000,345.6,0,"201008","2010-08-15",NULL,"PO1006-074","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
132,"GV0001","科翔兴","0","P10031938RVE.01","ELJPA2R2MF","ELJPA2R2MF-G","3225 2.2UH +/-20%低内阻",0.0192,"0",0,"",NULL,20000,384,0,"201008","2010-08-15",NULL,"PO1006-101","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
133,"GV0001","科翔兴","0","P10031938RVE.01","ELJFB220KF","ELJFB220KF-G","4532 22UH +/-10%",0.04451,"0",0,"",NULL,1000,44.51,0,"201008","2010-08-15",NULL,"PO1006-201","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
134,"GV0001","科翔兴","0","P10031938RVE.01","ELJPA4R7MF","ELJPA4R7MF-G","3225 4.7UH +/-20%低内阻",0.0192,"0",0,"",NULL,20000,384,0,"201008","2010-08-10",NULL,"PO1006-201","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
135,"GV0001","科翔兴","0","P10031938RVE.01","ELJPC2R2MF","ELJPC2R2MF-G","2520 2.2UH +/-20%低内阻",0.0192,"0",0,"",NULL,20000,384,0,"201008","2010-08-10",NULL,"PO1007-111","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
136,"GV0001","科翔兴","0","P10031938RVE.01","ELJPB100KF","ELJPB100KF-G","4532 10UH +/-10%低内阻",0.04653,"0",0,"",NULL,3000,139.59,0,"201008","2010-08-15",NULL,"PO10080216","04","ACTIVE",NULL,"8","谢冰冰","1","GC0070",0,NULL
137,"GV0001","科翔兴","0","P10031938RVE.01","ELJPC2R2MF","ELJPC2R2MF-G","2520 2.2UH +/-20%低内阻",0.0192,"0",0,"",NULL,4000,76.8,0,"201008","2010-08-10",NULL,"TTL100714-022","04","ACTIVE",NULL,"8","谢冰冰","1","GC0113",0,NULL
138,"GV0005","今凯","0","P10032066","CKRH5D28-100M","GCRH5D28-100M","5D28 10UH +/-20%",0.45,"1",0.17,"",NULL,4000,1800,0,"201008","2010-08-10",NULL,"FA-PO-A2010061901","04","ACTIVE",NULL,"8","谢冰冰","1","GC0016",0.17,NULL
139,"GV0005","今凯","0","P10032066","CKRH5D28-470NC","GCRH5D28-470NC","5D28 47UH +/-25%",0.45,"1",0.17,"",NULL,82000,36900,0,"201008","2010-08-10",NULL,"FA-PO-A2010061901","04","ACTIVE",NULL,"8","谢冰冰","1","GC0016",0.17,NULL
140,"GV0005","今凯","0","P10032066","CKRH4D28-101M","GCRH4D28-101M","4D28 100UH +/-20%",0.45,"1",0.17,"可确定明细",NULL,3000,1350,0,"201008","2010-08-10",NULL,"YX10071509","04","ACTIVE",NULL,"8","谢冰冰","1","GC0083",0.17,NULL
141,"GV0005","今凯","0","P10032188","CKRH125-470M","GCRH125-470M","125 47UH +/-20%",0.66,"1",0.17,"",NULL,2000,1320,0,"201008","2010-08-10",NULL,"FA-PO-A2010062603","04","ACTIVE",NULL,"8","谢冰冰","1","GC0016",0.17,NULL
142,"GV0005","今凯","0","P10032188","CKRH5D28-100M","GCRH5D28-100M","5D28 10UH +/-20%",0.45,"1",0.17,"",NULL,4000,1800,0,"201008","2010-08-10",NULL,"FA-PO-A2010062603","04","ACTIVE",NULL,"8","谢冰冰","1","GC0016",0.17,NULL
143,"GV0005","今凯","0","P10032188","CKRH5D28-470NC","GCRH5D28-470NC","5D28 47UH +/-25%",0.45,"1",0.17,"",NULL,82000,36900,0,"201008","2010-08-10",NULL,"FA-PO-A2010062603","04","ACTIVE",NULL,"8","谢冰冰","1","GC0016",0.17,NULL
144,"GV0005","今凯","0","P10032188","CKRH125-470M","GCRH125-470M","125 47UH +/-20%",0.66,"1",0.17,"",NULL,10000,6600,0,"201008","2010-08-10",NULL,"FA-PO-A2010063002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0016",0.17,NULL
145,"GV0006","海瑞达","0","P10032191","HSM43-470M","GCD43-470M","43 4*4*3 47UH +/-20%",0.18,"1",0.17,"",NULL,2000,360,0,"201008","2010-08-15",NULL,"GH20100217-1","04","ACTIVE",NULL,"8","谢冰冰","1","GC0098",0.17,NULL
146,"GV0011","高雅","0","P10032236","CCFH0603CR33J","LLQ1608-FR33J","0603绕线电感 330NH 5% 电气性能、包装及编带和TOKO P/N:LLQ1608-FR33J一致",0.025,"0",0,"",NULL,140000,3500,0,"201008","2010-06-01",NULL,"1007088","04","ACTIVE",NULL,"8","谢冰冰","3","GC0013",0,NULL
147,"GV0006","海瑞达","0","P10032261","HSMRH63B-561M","GCRH63B-561M-D","63B 560UH +/-20% 封胶",0.5,"1",0.17,"",NULL,6000,3000,0,"201008","2010-08-15",NULL,"GH20100218","04","ACTIVE",NULL,"8","谢冰冰","1","GC0084",0.17,NULL
148,"GV0006","海瑞达","0","P10032261","HSM105-100M","GCD105-100M","10UH 2A",0.4,"1",0.17,"",NULL,2000,800,0,"201008","2010-08-08",NULL,"PO-2010070001","04","ACTIVE",NULL,"8","谢冰冰","1","GC0015",0.17,NULL
149,"GV0001","科翔兴","0","P10032324RVE.0","ELJPA221KF","ELJPA221KF-G","3225 220UH +/-10%低内阻",0.0192,"0",0,"",NULL,10000,192,0,"201008","2010-08-15",NULL,"D1007010","04","ACTIVE",NULL,"8","谢冰冰","1","GC0011",0,NULL
150,"GV0001","科翔兴","0","P10032324RVE.0","ELJPA221KF","ELJPA221KF-G","3225 220UH +/-10%低内阻",0.0192,"0",0,"",NULL,2000,38.4,0,"201008","2010-08-15",NULL,"D1008013","04","ACTIVE",NULL,"8","谢冰冰","1","GC0011",0,NULL
151,"GV0001","科翔兴","0","P10032324RVE.01","ELJFB220KF","ELJFB220KF-G","4532 22UH +/-10%",0.04451,"0",0,"",NULL,4000,178.04,0,"201008","2010-08-15",NULL,"PO1004-002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
152,"GV0001","科翔兴","0","P10032324RVE.01","ELJFB220KF","ELJFB220KF-G","4532 22UH +/-10%",0.04451,"0",0,"",NULL,8000,356.08,0,"201008","2010-08-15",NULL,"PO1004-104","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
153,"GV0001","科翔兴","0","P10032324RVE.01","ELJFB220KF","ELJFB220KF-G","4532 22UH +/-10%",0.04451,"0",0,"",NULL,2000,89.02,0,"201008","2010-08-15",NULL,"PO1006-201","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
154,"GV0001","科翔兴","0","P10032324RVE.01","ELJFB220KF","ELJFB220KF-G","4532 22UH +/-10%",0.04451,"0",0,"",NULL,16000,712.16,0,"201008","2010-08-15",NULL,"PO1007-044","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
155,"GV0001","科翔兴","0","P10032324RVE.01","ELJFB220KF","ELJFB220KF-G","4532 22UH +/-10%",0.04451,"0",0,"",NULL,8000,356.08,0,"201008","2010-08-15",NULL,"PO1007-160","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
156,"GV0001","科翔兴","0","P10032324RVE.02","ELJFC1R0JF","ELJFC1R0JF-G","2520 1.0UH +/-5%",0.0192,"0",0,"",NULL,40000,768,0,"201008","2010-08-10",NULL,"100707002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0115",0,NULL
157,"GV0001","科翔兴","0","P10032324RVE.02","ELJFC100KF","ELJFC100KF-G","2520 10UH +/-10%",0.0192,"0",0,"",NULL,102000,1958.4,0,"201008","2010-08-10",NULL,"100707002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0115",0,NULL
158,"GV0001","科翔兴","0","P10032324RVE.02","ELJFC1R0JF","ELJFC1R0JF-G","2520 1.0UH +/-5%",0.0192,"0",0,"",NULL,40000,768,0,"201008","2010-08-10",NULL,"100707002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0115",0,NULL
159,"GV0001","科翔兴","0","P10032324RVE.02","ELJFA470KF","ELJFA470KF-G","松下 3225 47UH",0.0192,"0",0,"",NULL,30000,576,0,"201008","2010-08-10",NULL,"100707002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0115",0,NULL
160,"GV0001","科翔兴","0","P10032324RVE.02","ELJPA4R7MF","ELJPA4R7MF-G","3225 4.7UH +/-20%低内阻",0.0192,"0",0,"",NULL,14000,268.8,0,"201008","2010-08-15",NULL,"GH20100252","04","ACTIVE",NULL,"8","谢冰冰","1","GC0129",0,NULL
161,"GV0001","科翔兴","0","P10032324RVE.02","ELJFC101KF","ELJFC101KF-G","2520 100UH +/-10%",0.0192,"0",0,"",NULL,40000,768,0,"201008","2010-08-15",NULL,"PO1004-104","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
